Object,Mouth,Temperature,Precp,RH,StnPres,WS
2013-苗栗縣-5,5,24.97,408.59,86.2,988.34,1.13
2013-臺中市-5,5,25.25,476.22,85.81,980.53,1.25
2013-彰化縣-5,5,26.66,291.53,87.5,1005.71,1.23
2013-南投縣-5,5,17.66,632.7,89.57,872.4,1.68
2013-雲林縣-5,5,25.02,486.5,93,887.5,1.65
2013-嘉義縣-5,5,16,759.15,94,764.4,0.9
2013-嘉義市-5,5,26.6,376.7,80,1006.4,1.9
2013-臺南市-5,5,26.55,255.52,82.13,1004.61,1.43
2013-高雄市-5,5,26,601.81,86.67,986.48,0.7
2013-屏東縣-5,5,24.93,403,81,989.28,1.06
2013-宜蘭縣-5,5,23.02,295.88,85.5,973.5,1.15
2013-花蓮縣-5,5,22.47,327.96,86.5,963.06,0.94
2013-臺東縣-5,5,22.95,276.1,84.5,954.93,1.53
2013-金門縣-5,5,23.4,297.2,88,1006.4,2.2
2013-連江縣-5,5,21.3,182.3,86,999.3,2.7
2013-澎湖縣-5,5,25.6,192.55,84,1006.5,3.45
2013-臺北市-6,6,27.54,130.04,79.45,979.58,1.52
2013-新北市-6,6,27.23,156.15,83.59,989.25,1.22
2013-桃園市-6,6,27.79,91.78,77.75,988.49,1.25
2013-基隆市-6,6,27.25,173.15,84,999.25,4.1
2013-新竹縣-6,6,26.12,146.87,82.3,968.45,0.84
2013-新竹市-6,6,28.3,132.5,79,1005.9,1.3
2013-苗栗縣-6,6,27.54,148.35,82.27,985.85,1.29
2013-臺中市-6,6,27.56,140.87,81.14,978.2,1.33
2013-彰化縣-6,6,28.91,103.62,83.38,1003.2,1.34
2013-南投縣-6,6,19.68,154.2,83.43,871.07,1.6
2013-雲林縣-6,6,27.18,127.75,91,885.9,1.58
2013-嘉義縣-6,6,17.65,182.77,86,763.8,0.75
2013-嘉義市-6,6,28.8,81.7,74,1004,2
2013-臺南市-6,6,28.94,165.78,77.87,1001.99,1.58
2013-高雄市-6,6,28.06,127.33,81.33,984,0.87
2013-屏東縣-6,6,26.9,241.33,78,986.68,1.11
2013-宜蘭縣-6,6,25.99,141.71,81.5,970.66,1.23
2013-花蓮縣-6,6,25.36,159.25,79,960.35,1.08
2013-臺東縣-6,6,25.32,388.89,80.75,952.62,1.44
2013-金門縣-6,6,26.7,151.4,91,1003.3,2.3
2013-連江縣-6,6,25.2,168.6,84,995.7,4.1
2013-澎湖縣-6,6,27.85,113.75,84,1004.05,3.3
2013-臺北市-7,7,27.96,228.11,76,981.23,1.45
2013-新北市-7,7,27.92,201.72,78.81,990.76,1.44
2013-桃園市-7,7,28.13,170.43,75.67,991.99,1.53
2013-基隆市-7,7,28.45,89.4,78.5,1001.1,4.95
2013-新竹縣-7,7,25.93,566.06,82.2,970.18,0.71
2013-新竹市-7,7,28.2,346,78,1007.6,1.3
2013-苗栗縣-7,7,27.22,670.31,81.87,987.51,1.21
2013-臺中市-7,7,27.33,704.89,79.86,979.59,1.52
2013-彰化縣-7,7,28.84,332.06,80.44,1004.48,1.48
2013-南投縣-7,7,19.42,628.49,80.71,872.31,1.65
2013-雲林縣-7,7,27.15,310.38,90,886.9,1.6
2013-嘉義縣-7,7,17.15,875.33,90,764.8,0.9
2013-嘉義市-7,7,28.4,336.7,76,1005.5,2.2
2013-臺南市-7,7,28.69,234.94,76.87,1003.58,1.85
2013-高雄市-7,7,27.65,446.35,80.67,985.5,1.12
2013-屏東縣-7,7,26.65,235.82,77,988.54,1.49
2013-宜蘭縣-7,7,26.47,204.3,74.5,972.46,1.85
2013-花蓮縣-7,7,25.65,110.41,77,961.85,1.29
2013-臺東縣-7,7,25.14,232.97,80,954.68,1.46
2013-金門縣-7,7,27.9,355.6,87,1005.2,2.1
2013-連江縣-7,7,27.7,44.1,78,996.9,4.8
2013-澎湖縣-7,7,28.85,51.65,78.5,1005.7,3.45
2013-臺北市-8,8,28,742.43,77.73,978.45,1.54
2013-新北市-8,8,28,559.23,80.44,988.26,1.41
2013-桃園市-8,8,28.06,664.55,78.2,989.31,1.46
2013-基隆市-8,8,28.65,361.25,80,998.55,4.8
2013-新竹縣-8,8,25.95,704.71,85.89,967.64,0.63
2013-新竹市-8,8,28,451,83,1004.9,1
2013-苗栗縣-8,8,27.14,764.43,84.87,984.98,1.12
2013-臺中市-8,8,27.32,816.65,84.29,977.19,1.4
2013-彰化縣-8,8,28.68,743.06,85.56,1001.9,1.38
2013-南投縣-8,8,19.65,756.93,84.29,870.29,1.55
2013-雲林縣-8,8,26.58,943.62,0,884.6,1.8
2013-嘉義縣-8,8,20.13,1453.69,90,869.15,0.8
2013-嘉義市-8,8,28,1367.2,82,1003.2,1.9
2013-臺南市-8,8,28.17,1134.71,82.18,1001.2,1.66
2013-高雄市-8,8,27.78,1025.09,83.22,992.82,1.23
2013-屏東縣-8,8,26.84,976.94,83.14,987.25,1.66
2013-宜蘭縣-8,8,26.53,327.61,78.5,971.02,1.3
2013-花蓮縣-8,8,25.68,115.03,80.5,959.33,1.22
2013-臺東縣-8,8,24.91,308.63,81.25,952.05,1.54
2013-金門縣-8,8,27.7,181.9,87,1002.8,2.2
2013-連江縣-8,8,27.8,145.4,80,995.1,3.6
2013-澎湖縣-8,8,28.45,333.35,83.5,1003.3,3.65
2013-臺北市-9,9,26.03,271.62,78.09,982.04,2.25
2013-新北市-9,9,26.14,282.49,81.63,992.21,2.09
2013-桃園市-9,9,26.59,89.45,75.3,992.62,2.38
2013-基隆市-9,9,26.7,196.75,81,1002.85,5.25
2013-新竹縣-9,9,24.89,92.58,81.4,970.17,1.22
2013-新竹市-9,9,26.7,15.5,80,1007.6,0.9
2013-苗栗縣-9,9,25.97,72.89,81.87,987.27,1.26
2013-臺中市-9,9,26.5,62.97,80,979.09,1.47
2013-彰化縣-9,9,27.93,36.97,82.62,1003.89,1.42
2013-南投縣-9,9,19.18,192.64,80.43,871.56,1.49
2013-雲林縣-9,9,26.22,85.38,0,885.8,1.48
2013-嘉義縣-9,9,19.6,272.71,88,870.3,0.7
2013-嘉義市-9,9,27.5,134.9,80,1004.9,1.4
2013-臺南市-9,9,27.78,113.25,78.45,1003.04,1.37
2013-高雄市-9,9,27.39,278.69,79.78,993.07,1.28
2013-屏東縣-9,9,26.4,277.71,80.14,988.81,1.59
2013-宜蘭縣-9,9,24.62,413.91,80,974.82,1.33
2013-花蓮縣-9,9,23.88,656.97,78.5,962.6,1.31
2013-臺東縣-9,9,24.34,474.26,78.5,961.7,2.2
2013-金門縣-9,9,26.9,27.9,72,1006.6,3.4
2013-連江縣-9,9,26.3,23,76,1000.5,3.9
2013-澎湖縣-9,9,27.65,16.5,79,1005.35,5.1
2013-臺北市-10,10,22.26,232.74,77,986.14,2.21
2013-新北市-10,10,22.61,223.05,81.56,996.39,2.22
2013-桃園市-10,10,23.07,75.95,74.4,997.28,2.79
2013-基隆市-10,10,23.75,92.4,75,1006.7,6.8
2013-新竹縣-10,10,21.75,187.52,78.18,976.9,1.88
2013-新竹市-10,10,24,25,73,1012.3,1
2013-苗栗縣-10,10,22.71,95.5,77.2,991.41,1.87
2013-臺中市-10,10,23.34,12.27,73.24,982.73,2.2
2013-彰化縣-10,10,24.8,2.38,75.31,1007.92,2.21
2013-南投縣-10,10,16.83,15.17,73.14,873.76,1.31
2013-雲林縣-10,10,23.22,15.88,0,887.9,2.35
2013-嘉義縣-10,10,17.3,24.9,81.5,872.3,0.73
2013-嘉義市-10,10,24.2,4.5,77,1008.9,1.9
2013-臺南市-10,10,25.02,2.6,72.77,1006.95,1.78
2013-高雄市-10,10,25.24,13.29,73.44,994.92,1.38
2013-屏東縣-10,10,24.27,35.55,74.71,990.81,1.74
2013-宜蘭縣-10,10,21.47,295.77,75.5,978.48,1.49
2013-花蓮縣-10,10,21.3,174.98,73.5,965.74,1.15
2013-臺東縣-10,10,21.81,88.8,72.5,957.33,2.39
2013-金門縣-10,10,24.1,3.9,62,1011.4,3.6
2013-連江縣-10,10,23,3.2,66,1005.1,4
2013-澎湖縣-10,10,25.1,0,71,1009.4,8.05
2013-臺北市-11,11,19.55,110.17,78,990.08,2.21
2013-新北市-11,11,19.61,230.78,82.04,1000.54,2.12
2013-桃園市-11,11,20.06,52.77,75.6,1001.16,2.55
2013-基隆市-11,11,20.3,269.25,77,1011.55,5.55
2013-新竹縣-11,11,18.94,45.96,78.64,980.68,1.46
2013-新竹市-11,11,20.5,27.5,77,1016.3,0.8
2013-苗栗縣-11,11,19.75,35.5,79.13,995.55,1.38
2013-臺中市-11,11,20.46,25.26,75.38,986.76,1.71
2013-彰化縣-11,11,21.64,16.81,78.38,1012.23,1.79
2013-南投縣-11,11,14.21,32.69,79,876.7,1.47
2013-雲林縣-11,11,20.68,16.88,0,890.9,2.08
2013-嘉義縣-11,11,15.8,24.22,80,875.65,0.67
2013-嘉義市-11,11,21.4,10.2,78,1013.2,1.7
2013-臺南市-11,11,22.23,8.28,75.5,1011.49,1.61
2013-高雄市-11,11,22.86,32.56,75.89,999.26,1.22
2013-屏東縣-11,11,22.35,51.95,77.79,996.2,1.96
2013-宜蘭縣-11,11,18.23,503.93,81.5,982.19,1.37
2013-花蓮縣-11,11,18.57,180.59,76.5,970.97,1.07
2013-臺東縣-11,11,19.56,178.36,75.75,969.97,2.23
2013-金門縣-11,11,19.8,47.9,67,1015.9,3.3
2013-連江縣-11,11,17.8,72,73,1009.7,3.6
2013-澎湖縣-11,11,22.3,28.6,72,1013.7,7.65
2013-臺北市-12,12,14.85,273.61,81.73,990.85,2.15
2013-新北市-12,12,15.04,419.27,84.37,1001.44,2.08
2013-桃園市-12,12,15.21,216.95,78.6,1002.53,2.84
2013-基隆市-12,12,16.05,392.4,76.5,1012.75,6.05
2013-新竹縣-12,12,14.13,208.08,82.64,981.68,1.75
2013-新竹市-12,12,15.7,151.5,80,1017.4,0.9
2013-苗栗縣-12,12,14.91,133.73,80.94,997.56,1.75
2013-臺中市-12,12,15.6,103.45,76.86,987.31,2.01
2013-彰化縣-12,12,16.82,55.84,78.88,1013.1,2.23
2013-南投縣-12,12,10.02,105.13,78,875.56,1.85
2013-雲林縣-12,12,16.12,46.12,0,889.7,2.6
2013-嘉義縣-12,12,12.13,66.28,80.5,874.55,0.73
2013-嘉義市-12,12,16.8,46.2,78,1014.2,2.4
2013-臺南市-12,12,17.46,30.73,75.38,1012.06,1.87
2013-高雄市-12,12,18.38,53.74,73,1007.28,1.67
2013-屏東縣-12,12,18.46,62.17,76.8,995.14,1.69
2013-宜蘭縣-12,12,14.24,456.61,82,982.49,1.59
2013-花蓮縣-12,12,15,122.06,75,970.8,1.1
2013-臺東縣-12,12,16.65,117.08,74.25,969.56,2.53
2013-金門縣-12,12,14.4,55.3,65,1017.6,3.4
2013-連江縣-12,12,12.3,109,70,1011.3,3.8
2013-澎湖縣-12,12,18.3,10.6,71.5,1014.7,8.75
2014-臺北市-1,1,15,41.02,70.73,992.76,2
2014-新北市-1,1,15.13,70.68,73.64,1003.69,1.9
2014-桃園市-1,1,15.15,26.15,69.8,1004.46,2.38
2014-基隆市-1,1,16.3,38.65,69,1014.65,5.4
2014-新竹縣-1,1,13.73,14.77,75.18,983.65,1.52
2014-新竹市-1,1,14.8,11,77,1019.5,1.1
2014-苗栗縣-1,1,14.29,7.11,75.75,999.63,1.71
2014-臺中市-1,1,15.04,2.26,70.24,989.46,1.92
2014-彰化縣-1,1,16.07,0.59,74.88,1015.39,1.99
2014-南投縣-1,1,9.35,0.32,63,877.19,1.62
2014-雲林縣-1,1,15.3,0,0,891.4,2.17
2014-嘉義縣-1,1,10.5,0.11,70.5,875.9,0.73
2014-嘉義市-1,1,16.1,0,74,1016.6,2
2014-臺南市-1,1,16.81,0.03,70.96,1014.47,1.69
2014-高雄市-1,1,17.73,0.02,67.45,1009.65,1.58
2014-屏東縣-1,1,17.73,3.73,69.56,997.32,1.76
2014-宜蘭縣-1,1,14.46,56.89,71.5,984.33,1.68
2014-花蓮縣-1,1,14.62,29.47,59.5,975.07,1.09
2014-臺東縣-1,1,15.39,30.53,67,964.22,2.21
2014-金門縣-1,1,13.7,0,65,1019.5,3.1
2014-連江縣-1,1,11.2,1.2,73,1012.9,3.3
2014-澎湖縣-1,1,17.6,0.05,70.5,1017,7.4
2014-臺北市-2,2,14.95,232.72,82.64,989.4,1.91
2014-新北市-2,2,15.08,337.02,86.14,1000.38,1.83
2014-桃園市-2,2,14.82,198.35,83,1001.24,2.27
2014-基隆市-2,2,15.65,352.85,82.5,1011.05,5.9
2014-新竹縣-2,2,14.29,179.11,86.09,980.71,1.4
2014-新竹市-2,2,14.9,131.5,88,1016.5,1
2014-苗栗縣-2,2,14.67,113.89,85.69,996.75,1.59
2014-臺中市-2,2,15.47,65.79,81.62,986.62,1.96
2014-彰化縣-2,2,16.69,24.22,84.69,1012.47,2.03
2014-南投縣-2,2,10.1,74.35,83.29,874.77,1.79
2014-雲林縣-2,2,16.15,25.62,0,889,2.25
2014-嘉義縣-2,2,12.4,76.39,82,873.55,0.87
2014-嘉義市-2,2,17.1,35.6,80,1013.6,2.2
2014-臺南市-2,2,17.84,23.11,78.46,1011.34,1.81
2014-高雄市-2,2,18.8,30.12,75,1006.5,1.67
2014-屏東縣-2,2,18.85,30.21,78.24,994.23,1.65
2014-宜蘭縣-2,2,14.97,222.61,81,980.85,1.63
2014-花蓮縣-2,2,15.21,123.32,78,971.7,0.94
2014-臺東縣-2,2,16.08,112.97,78.75,961.22,1.87
2014-金門縣-2,2,12.8,84.3,79,1016.2,2.8
2014-連江縣-2,2,10.1,109.1,83,1009.5,3.2
2014-澎湖縣-2,2,17.75,12.5,77,1013.95,6.8
2014-臺北市-3,3,17.13,147.88,79.91,989.53,1.87
2014-新北市-3,3,17.32,178.9,82,1000.43,1.77
2014-桃園市-3,3,17.3,143.89,78.8,1001.07,2.09
2014-基隆市-3,3,17.8,177.05,78,1011.1,5.65
2014-新竹縣-3,3,16.38,156.68,84.6,980.79,1.25
2014-新竹市-3,3,17.3,121.5,86,1016.3,0.9
2014-苗栗縣-3,3,17.29,111.12,84.75,996.9,1.36
2014-臺中市-3,3,18.25,78.23,81.95,987,1.72
2014-彰化縣-3,3,19.48,45.69,84.25,1012.66,1.68
2014-南投縣-3,3,12.55,95.79,84.57,876.01,1.91
2014-雲林縣-3,3,18.65,46.25,89,890.2,1.92
2014-嘉義縣-3,3,14.83,86.39,80.5,874.7,0.9
2014-嘉義市-3,3,19.9,55.8,78,1013.7,1.9
2014-臺南市-3,3,20.84,35.47,74.92,1011.42,1.6
2014-高雄市-3,3,21.48,45.06,73.79,1006.85,1.51
2014-屏東縣-3,3,21,56.27,77.72,994.82,1.62
2014-宜蘭縣-3,3,16.79,153.54,79,981.21,1.52
2014-花蓮縣-3,3,16.71,92.11,76,972.31,1
2014-臺東縣-3,3,17.5,77.94,78.25,961.81,1.76
2014-金門縣-3,3,15.3,52.2,76,1015.7,2.9
2014-連江縣-3,3,12.9,95,78,1008.6,3.3
2014-澎湖縣-3,3,19.4,74.1,78,1014.15,5.55
2014-臺北市-4,4,20.67,103.18,80.82,986.05,1.73
2014-新北市-4,4,20.67,115.38,84.41,996.41,1.5
2014-桃園市-4,4,21.1,92.82,80.27,996.33,1.65
2014-基隆市-4,4,20.85,100.4,81,1007.1,4.4
2014-新竹縣-4,4,20.15,83.15,84.5,977.46,0.97
2014-新竹市-4,4,21.6,54,85,1012.3,0.7
2014-苗栗縣-4,4,21.34,60.23,84.06,993.37,1.16
2014-臺中市-4,4,22.23,28.06,80.43,983.7,1.58
2014-彰化縣-4,4,23.48,16.94,83.88,1009.04,1.53
2014-南投縣-4,4,15.82,46.76,80.86,874.11,1.6
2014-雲林縣-4,4,21.4,18.75,95,888.4,1.78
2014-嘉義縣-4,4,17.17,41.13,82,872.45,0.8
2014-嘉義市-4,4,23.5,24.5,79,1009.9,1.6
2014-臺南市-4,4,24.45,15.81,76.33,1007.63,1.52
2014-高雄市-4,4,24.87,33.78,74.82,1003.29,1.46
2014-屏東縣-4,4,24.01,31.73,79.52,991.46,1.56
2014-宜蘭縣-4,4,20.04,108.27,81.5,977.83,1.33
2014-花蓮縣-4,4,19.8,107.39,77.5,969.07,0.9
2014-臺東縣-4,4,20.4,78.15,79,958.81,1.45
2014-金門縣-4,4,19.3,53,78,1011.5,2.5
2014-連江縣-4,4,16.7,86.2,79,1004.5,2.7
2014-澎湖縣-4,4,23.25,21.55,77.5,1010.35,4.85
2014-臺北市-5,5,23.61,620.2,86.64,982.88,1.54
2014-新北市-5,5,23.62,551.13,89.79,993.02,1.18
2014-桃園市-5,5,23.9,485.92,85.82,992.95,1.55
2014-基隆市-5,5,23.7,385.9,88,1003.25,4.1
2014-新竹縣-5,5,23.25,406.31,88.18,974.4,0.89
2014-新竹市-5,5,24.8,340,90,1008.8,0.9
2014-苗栗縣-5,5,24.44,550.95,84.56,990.48,1.2
2014-臺中市-5,5,24.49,732.5,87.38,981.34,1.33
2014-彰化縣-5,5,25.86,452,89.93,1006.52,1.29
2014-南投縣-5,5,17.32,635.39,90.86,872.81,1.82
2014-雲林縣-5,5,25.2,376.5,93,887.3,1.62
2014-嘉義縣-5,5,18.57,600.04,90.5,871.5,0.9
2014-嘉義市-5,5,26.2,243.6,81,1007.3,1.8
2014-臺南市-5,5,26.42,209.08,82.42,1005.26,1.4
2014-高雄市-5,5,26.66,276.64,79.82,1001.07,1.31
2014-屏東縣-5,5,26.08,183.03,82.48,989.31,1.49
2014-宜蘭縣-5,5,22.58,326.76,87.5,974.92,1.01
2014-花蓮縣-5,5,22.45,220.18,89,966.06,0.82
2014-臺東縣-5,5,23.34,136.15,81,956.12,1.49
2014-金門縣-5,5,22.2,300.8,87,1007.5,2.2
2014-連江縣-5,5,20.7,205.1,83,1000.3,2.7
2014-澎湖縣-5,5,25.7,174.6,85.5,1007.55,3.65
2014-臺北市-6,6,26.31,335.88,85.55,977.75,1.54
2014-新北市-6,6,26.43,420.08,88.43,987.77,1.2
2014-桃園市-6,6,27.03,213.52,83,987.65,1.86
2014-基隆市-6,6,26.55,236.15,86,997.75,3.9
2014-新竹縣-6,6,25.89,154.36,86.36,969.37,1.05
2014-新竹市-6,6,27.6,155.5,87,1003.2,1
2014-苗栗縣-6,6,26.94,203.91,82.81,985.25,1.36
2014-臺中市-6,6,27.17,248.87,84,976.1,1.55
2014-彰化縣-6,6,28.57,152.16,84.8,1000.87,1.61
2014-南投縣-6,6,19.87,413.89,88,868.63,1.6
2014-雲林縣-6,6,26.85,306.5,89,882.4,2
2014-嘉義縣-6,6,20.67,448.26,87.5,867.5,0.9
2014-嘉義市-6,6,28.7,386.7,77,1002,2.5
2014-臺南市-6,6,28.4,204.98,82.04,999.76,1.65
2014-高雄市-6,6,28.31,272.49,81,995.69,1.56
2014-屏東縣-6,6,27.34,294.18,83.96,984.2,1.62
2014-宜蘭縣-6,6,25.47,248.65,83.5,969.67,1.1
2014-花蓮縣-6,6,25.13,163.55,84.5,960.9,0.9
2014-臺東縣-6,6,25.25,243.52,81.5,951.34,1.58
2014-金門縣-6,6,26.5,148.5,86,1001.5,2.6
2014-連江縣-6,6,24.6,160,84,994.5,3.5
2014-澎湖縣-6,6,27.7,136.25,84.5,1002.1,4.25
2014-臺北市-7,7,28.62,206.26,77.91,978.33,1.81
2014-新北市-7,7,28.64,230.37,80.89,988.28,1.61
2014-桃園市-7,7,29.06,146.31,75.27,988.17,1.95
2014-基隆市-7,7,29.25,92.15,79,998.55,5.05
2014-新竹縣-7,7,27.48,163.72,81.27,970,0.96
2014-新竹市-7,7,29.7,30.5,79,1003.6,1.2
2014-苗栗縣-7,7,28.61,135.98,80.06,985.77,1.36
2014-臺中市-7,7,28.75,233.28,78.67,976.66,1.64
2014-彰化縣-7,7,30.18,135.06,78.73,1001.31,1.71
2014-南投縣-7,7,21.02,328.59,81.57,869.36,1.56
2014-雲林縣-7,7,28.25,180.38,90,883.2,1.95
2014-嘉義縣-7,7,21.4,440.84,85,868.25,0.9
2014-嘉義市-7,7,30.1,203.7,73,1002.3,2.4
2014-臺南市-7,7,29.5,232.25,78.58,1000.05,1.71
2014-高雄市-7,7,29.34,389.55,78.21,996.16,1.69
2014-屏東縣-7,7,28.26,385.3,82.28,984.74,1.71
2014-宜蘭縣-7,7,27.4,261.91,76.5,970.5,1.66
2014-花蓮縣-7,7,26.74,410.26,78,961.76,1.22
2014-臺東縣-7,7,26.45,256.31,78,952.06,1.75
2014-金門縣-7,7,29.8,106.9,81,1002.3,2.3
2014-連江縣-7,7,28.3,75.9,82,994.9,4
2014-澎湖縣-7,7,29.4,169.95,81,1002.9,3.45
2014-臺北市-8,8,28.23,124.28,78.18,979.83,1.33
2014-新北市-8,8,28.22,122.16,80.54,989.8,1.15
2014-桃園市-8,8,28.67,75.83,76.09,989.88,1.53
2014-基隆市-8,8,28.95,109.2,78,999.95,4.15
2014-新竹縣-8,8,27.03,133.92,82.18,971.79,0.84
2014-新竹市-8,8,29,176.5,81,1005.6,1
2014-苗栗縣-8,8,27.97,225.84,80.62,987.77,1.26
2014-臺中市-8,8,27.83,205.15,79.86,978.77,1.46
2014-彰化縣-8,8,29.07,147.22,81.73,1003.49,1.46
2014-南投縣-8,8,20.08,251.77,84.71,870.94,1.31
2014-雲林縣-8,8,27.08,250.88,94,885,1.65
2014-嘉義縣-8,8,20.3,391.08,89,870.05,0.77
2014-嘉義市-8,8,28.9,253,80,1004.3,2
2014-臺南市-8,8,28.26,575.63,81.83,1002.36,1.5
2014-高雄市-8,8,28.05,714.22,81.36,998.47,1.5
2014-屏東縣-8,8,26.98,673.03,85.44,986.92,1.55
2014-宜蘭縣-8,8,26.93,109.48,77,971.9,1.31
2014-花蓮縣-8,8,26.3,115.27,82.5,963.33,0.99
2014-臺東縣-8,8,25.77,139.79,79,953.81,1.44
2014-金門縣-8,8,28.9,115.1,82,1003.7,1.8
2014-連江縣-8,8,28.5,76.4,81,996.2,2.6
2014-澎湖縣-8,8,28.4,91.3,82,1004.75,3.15
2014-臺北市-9,9,27.71,190.32,77,981.35,1.79
2014-新北市-9,9,27.65,194.06,79.46,991.48,1.54
2014-桃園市-9,9,28.36,98.79,73.36,991.17,1.72
2014-基隆市-9,9,28.1,106.8,79.5,1001.95,3.8
2014-新竹縣-9,9,26.81,127.21,80.55,972.92,0.86
2014-新竹市-9,9,28.6,43.5,80,1006.8,0.9
2014-苗栗縣-9,9,27.6,102.95,81.62,988.76,1.01
2014-臺中市-9,9,27.94,71.26,79.71,979.54,1.33
2014-彰化縣-9,9,29.12,56.81,82.12,1004.24,1.28
2014-南投縣-9,9,20.24,150.49,84.57,871.61,1.38
2014-雲林縣-9,9,27.5,69.12,96,885.7,1.32
2014-嘉義縣-9,9,20.43,264.88,87,870.6,0.77
2014-嘉義市-9,9,28.8,105.8,79,1005.2,1.4
2014-臺南市-9,9,28.65,146.77,80.54,1002.99,1.38
2014-高雄市-9,9,28.5,189.55,79.06,999,1.47
2014-屏東縣-9,9,27.25,328.53,83.44,987.47,1.52
2014-宜蘭縣-9,9,26.19,380.8,78.5,973.72,1.43
2014-花蓮縣-9,9,25.62,252.03,81,965,1.03
2014-臺東縣-9,9,25.26,392.18,79.25,955.19,1.51
2014-金門縣-9,9,28.7,1.6,75,1006.2,2.3
2014-連江縣-9,9,27.5,32.5,80,999.3,3.1
2014-澎湖縣-9,9,28.7,30.75,79,1005.85,3.3
2014-臺北市-10,10,22.68,113.33,76.55,987.19,2.17
2014-新北市-10,10,22.83,94.54,78.59,997.62,1.99
2014-桃園市-10,10,23.37,52.62,72.27,997.34,2.68
2014-基隆市-10,10,24.05,15.55,71,1008.15,5.8
2014-新竹縣-10,10,22.28,59.99,76.18,978.24,1.55
2014-新竹市-10,10,24.1,62.5,76,1012.8,0.8
2014-苗栗縣-10,10,23.08,10.7,75.19,993.85,1.66
2014-臺中市-10,10,23.77,0.71,71.95,983.94,1.93
2014-彰化縣-10,10,24.91,0.16,74.44,1009.02,1.96
2014-南投縣-10,10,17.6,4.35,72.43,874.41,1.18
2014-雲林縣-10,10,23.72,0,84,889,1.98
2014-嘉義縣-10,10,17.8,6.63,79.5,873.25,0.77
2014-嘉義市-10,10,24.8,0,74,1009.9,1.4
2014-臺南市-10,10,25.44,7.79,73.75,1007.56,1.49
2014-高雄市-10,10,25.86,14.24,71.94,1003.51,1.39
2014-屏東縣-10,10,24.93,40.91,76.12,991.75,1.54
2014-宜蘭縣-10,10,21.77,136.36,75.5,978.99,1.56
2014-花蓮縣-10,10,21.83,47.53,69,969.58,1.22
2014-臺東縣-10,10,22.21,51.67,71.5,959.24,2.24
2014-金門縣-10,10,24.4,0.4,63,1012.7,3.1
2014-連江縣-10,10,22.9,4,69,1006.4,3.7
2014-澎湖縣-10,10,25.4,0,70.5,1010.7,7.35
2014-臺北市-11,11,20.41,128.83,81.45,989.16,1.96
2014-新北市-11,11,20.48,215.11,83.59,999.94,1.75
2014-桃園市-11,11,20.73,62.42,78.55,999.52,2.29
2014-基隆市-11,11,21.55,130.3,76,1010.55,5.1
2014-新竹縣-11,11,19.85,24.39,81.18,980.31,1.45
2014-新竹市-11,11,21.45,4.5,76,1012.6,1.85
2014-苗栗縣-11,11,20.67,4.18,80.5,995.86,1.43
2014-臺中市-11,11,21.31,5.56,76.71,986.01,1.72
2014-彰化縣-11,11,22.69,1.75,78.25,1011.37,1.81
2014-南投縣-11,11,15.02,16.8,79.71,875.69,1.42
2014-雲林縣-11,11,21.52,3.12,85,890.6,1.82
2014-嘉義縣-11,11,16.2,13.69,78.5,874.75,0.83
2014-嘉義市-11,11,22.6,2.9,77,1012.3,1.4
2014-臺南市-11,11,23.19,0.72,77.38,1010.12,1.45
2014-高雄市-11,11,23.77,5.46,74.21,1005.98,1.38
2014-屏東縣-11,11,23.15,13.79,78.88,994.05,1.5
2014-宜蘭縣-11,11,19.41,305.66,82.5,980.95,1.37
2014-花蓮縣-11,11,19.57,98.02,75.5,971.54,1.13
2014-臺東縣-11,11,20.29,78.28,74,961.02,1.94
2014-金門縣-11,11,21,6.7,67,1015.5,3
2014-連江縣-11,11,18.8,27.7,78,1008.9,3.7
2014-澎湖縣-11,11,23.4,5.9,74.5,1013.1,6.65
2014-臺北市-12,12,14.45,118.14,77.45,993.67,2.27
2014-新北市-12,12,14.81,194.14,79.69,1004.72,2.17
2014-桃園市-12,12,14.9,94.58,74.55,1004.18,3.12
2014-基隆市-12,12,15.95,175,70.5,1015.7,6.2
2014-新竹縣-12,12,14.05,100.44,78.73,984.28,1.77
2014-新竹市-12,12,15.5,52.75,72.5,1017.45,2.25
2014-苗栗縣-12,12,14.66,67.16,78.38,999.99,1.75
2014-臺中市-12,12,15.38,54.6,75.67,989.62,2.05
2014-彰化縣-12,12,16.78,19.53,74.5,1015.44,2.26
2014-南投縣-12,12,10.31,88.69,82,877.39,1.64
2014-雲林縣-12,12,15.95,31.38,88,891.9,2.38
2014-嘉義縣-12,12,12.23,70.32,80,876.2,0.8
2014-嘉義市-12,12,16.9,30.5,77,1016.7,2.1
2014-臺南市-12,12,17.4,12.32,76.21,1014.21,1.78
2014-高雄市-12,12,18.44,30.71,73.88,1009.78,1.57
2014-屏東縣-12,12,18.49,23.32,79.28,997.44,1.7
2014-宜蘭縣-12,12,14.25,232.36,76,985.08,1.58
2014-花蓮縣-12,12,14.5,93.38,76.5,975.06,1.18
2014-臺東縣-12,12,16.17,59.97,71.75,971.32,2.49
2014-金門縣-12,12,14.7,36.3,61,1020.7,3.4
2014-連江縣-12,12,12.4,35.1,68,1014.2,4
2014-澎湖縣-12,12,18.5,21.8,71.5,1017.15,8.65
2015-臺北市-1,1,14.57,43.88,75.91,993,2.14
2015-新北市-1,1,14.86,93.16,78.59,1003.9,2.04
